1.0	1.5340404 -1.7661876 0.54336548 -0.58363518 0.46302918 12.343626 -10.941287 2.3038032 -2.6704511 16.366405 22.626305 -19.338491 9.1204997 -8.4903378 132.65768 34.563233 -30.796095 21.761668 -21.733653 654.0627 105.21783 -81.290171 49.219024 -35.039027 3559.2012 -36.18035 -11.7557
1.0	4.9319945 -7.1624385 1.2020749 -1.1578169 3.3239262 46.745359 -44.010602 8.1252533 -8.159643 258.17843 61.442805 -70.880797 14.737036 -17.85064 754.90205 102.2936 -208.8065 37.505802 -87.186927 9152.7411 461.51523 -473.44718 -8.4693072 -307.08331 82982.438 -22.3607 -30.77685
1.0	6.4839199 -5.2147878 1.7698251 -1.5662797 5.2621611 21.924823 -18.162766 5.8065892 -5.3826948 63.834115 23.29879 -58.724271 13.093778 -23.056507 589.3272 78.643868 -96.884367 37.472039 -36.253526 2780.8865 108.52918 -540.03555 71.743204 -181.47765 59343.665 -36.18035 -11.7557
1.0	2.7382235 -2.9442875 1.2053296 -1.178924 2.0236328 8.2001088 -8.7126686 3.8182679 -3.9442943 23.620324 17.412068 -11.872233 8.3125043 -4.9471545 68.735611 36.584844 -52.616285 21.880161 -27.243717 999.75713 137.51948 -100.55469 71.046905 -20.827392 6023.1405 14.0018 29.86985
1.0	1.9706546 -1.5184976 0.40356571 -0.36651314 0.34337194 14.054438 -10.10406 3.0613048 -2.6300052 20.230458 16.837979 -27.971226 5.9351952 -5.6722763 103.51208 29.532651 -67.185006 13.23055 -18.191785 702.81044 68.775633 -107.41025 55.266163 -5.5385218 4516.9 17.82145 -10.8487
1.0	3.58881586311934 -5.883600516179382 1.1010319186800561 -1.227962407907385 2.4674790404094917 17.355912675069007 -22.710320484999805 6.669536700938793 -6.56517350522676 84.94961942729019 15.337727071341455 -26.83166456626436 6.156113612502785 -11.9445315590552 187.02741629796503 156.50684226152524 -59.23089277804113 65.40140631118894 -28.28499375933343 4796.167558056823 95.83726429415371 -336.73356390351887 42.47227676188717 -68.87404214150821 20351.369608332494 -24.502781538587165 -24.18419460394905
1.0	2.1164190951600403 -2.2592339098412015 0.8605308939865155 -0.876538693035291 1.2589118540758255 8.429001204046736 -7.877224786827978 2.877174120367657 -3.30516994263162 15.390168687658694 14.25807780818622 -12.15659863455532 5.081485487417927 -5.582601521825132 50.193354748082186 41.66766877700214 -45.28852634544765 21.54831010293887 -19.993444746691324 768.4667167049942 88.02684274771559 -59.89958404294161 28.305542356537863 -9.089222362862383 2465.7930927158427 -21.215796141013268 0.6572353741309414
1.0	1.3378433972770187 -1.3012138338367802 0.42637117934055135 -0.42705340273263914 0.30904736051002224 5.545802988704105 -5.78724792937559 2.183700860696196 -2.140418841597603 6.742962612685565 17.96980058797713 -15.427327489365997 6.105275310578119 -6.0583122627833665 69.1697394043814 56.68997214732289 -50.002348122139274 26.979652078512995 -18.86396712668447 1079.188455072605 81.31688279566646 -57.21508458413828 22.7975223821378 -37.51442185993453 2309.42923168508 6.907713165062495 30.046799790561384
1.0	4.9319945 -7.1624385 1.2020749 -1.1578169 3.3239262 46.745359 -44.010602 8.1252533 -8.159643 258.17843 61.442805 -70.880797 14.737036 -17.85064 754.90205 102.2936 -208.8065 37.505802 -87.186927 9152.7411 461.51523 -473.44718 -8.4693072 -307.08331 82982.438 -22.3607 -30.77685
1.0	6.345720229074358 -6.712469858870892 1.2106358868528972 -1.115402785642814 3.454967180187286 29.783515420623146 -25.722907560237417 6.394701112539977 -6.16588301319226 101.35440674672613 45.67110127670163 -97.7153738016088 17.57174810277701 -28.375549113824782 1201.6882793104492 128.62056589394928 -86.85012205298062 65.55207003124028 -49.85868896997202 6140.720926182952 504.1480868695179 -330.9386968375003 55.246415353120156 -220.4993823877103 78174.67611107611 -11.998152248829529 10.8487
