1.0	1.342096533246759 -1.371289632661631 0.44983291942624415 -0.47348329909244113 0.33952120324201274 11.112804407696197 -9.294189257942405 2.1106785568585016 -2.315949072542434 13.008548584201503 16.81446487461617 -17.423762285724035 6.9272644612352074 -6.989192694595017 95.74657705197035 33.666186403861225 -30.59809126370504 17.35641304449556 -17.850721945302766 515.2091040199059 96.90373587363047 -95.14636384703266 33.5465095231881 -45.85644134928464 3648.8047981846753 -11.524666385477452 -11.7557
1.0	2.017488826664873 -1.882384240433614 0.7759465509190867 -0.7455247057086832 0.8577766882421194 6.761508157779902 -5.95075314639507 2.7181818912585207 -2.2080143888736354 10.589011410521286 17.38213464578441 -11.414929976614118 5.401842162815021 -4.6554348764802915 48.94631856544339 34.65334960512249 -42.55431173313721 13.991180786747194 -14.705913885824515 492.6297108212856 106.92526753029495 -177.21108931183556 56.968915409223904 -53.662281040620044 8214.17715509311 -36.18035 9.961182024245607
1.0	4.081452723728776 -4.065497622892041 0.8509885876792488 -0.9081853464859935 1.6411541983267097 18.302895975892213 -24.324553070328808 5.80606352606528 -5.252890501355379 86.94309096355391 44.22742753346825 -28.386405671629845 13.959679645956536 -8.954268416439316 373.20320395906015 41.595051558056944 -25.943906591621396 21.978536872593153 -8.904525681061017 501.18665982708745 124.75207342707579 -142.27044274649094 15.601980713533653 -68.0244319164551 8846.747927132743 -21.729702940905028 23.558148240552477
1.0	1.9594676829331112 -2.382542583576855 0.6558453478091906 -0.6913200057002598 0.8093384069358256 7.8366904552805 -7.6009588266750425 2.5179435550248246 -2.304969608975801 11.656142912967603 26.08768703704554 -19.039933171874054 8.989682073951293 -8.311770839751622 167.59193240949426 26.875165403394128 -65.62011510050232 14.562715495489922 -23.350167527832962 881.1387905762751 93.71685221274572 -116.85653473766911 59.98618574852588 -5.446745256306676 4439.687933976625 15.51557131152304 13.73261940640726
1.0	0.8033067217862955 -0.8168832181593031 0.32714911182205675 -0.34600982132998437 0.16168679543440873 3.8311219139353447 -4.365478421680114 1.127271449124542 -1.1297823384124905 2.7242436152393585 7.096529209809243 -11.659757975305338 3.2965817515011553 -3.2839059244964233 21.906107188664595 14.27005869593907 -28.33631474745827 7.381810999422756 -12.878609254709563 204.05996933439457 58.17008862696407 -111.07716681076337 -22.549283851415332 -56.354099093583486 4139.976943089575 36.18035 -11.7557
1.0	2.2308992355470543 -2.4335823172674895 0.8678904285749302 -0.8851656234954239 1.1468035751528873 8.016964429010585 -7.216349801351037 3.1192400295413645 -3.522256052400212 17.5937347754009 9.67895551114484 -11.219638519989225 3.731326693586744 -3.532228969733807 30.318910262592382 59.3823590965646 -44.97248900216522 27.198836641915655 -17.016927026018735 1028.8493590715475 147.87038740310697 -116.21990058900477 22.104083883133093 -57.768890569077286 11872.524135107504 -36.18035 11.7557
1.0	1.927090026438118 -2.303570129454347 0.8580143081353175 -0.8609227692563466 1.083241127142696 6.167021898619435 -7.7629305139057285 2.7122236651978597 -3.198692741798156 13.597979915530924 9.334453331024235 -14.655759287691138 3.0328254637387775 -5.782357780431187 38.666758350702814 47.55760242631624 -37.82580122855616 24.17211236071871 -22.423993578825915 920.7121048953529 91.0466206746554 -58.504370798744944 49.71029603395699 -5.919679972509922 2391.5463163373024 -26.049244058238827 19.42466781128713
1.0	1.9179863 -2.2113183 0.47041144 -0.52338452 0.43938108 4.3346071 -4.60304 1.8413628 -1.821581 5.160312 6.1114763 -17.021947 2.8559224 -4.5103062 31.870209 25.090325 -15.272785 12.287909 -3.6222587 146.28512 60.917314 -62.25453 7.1531386 -38.606689 1676.235 -36.18035 -11.7557
1.0	1.8473198974496834 -2.0837685347305355 0.7733860325173132 -0.7628524878050139 0.8168347590525961 4.83436407330233 -5.961001683696039 2.669230461125937 -2.540286787366465 9.95277918004808 12.9274620645416 -14.961205321985748 3.6173136615284367 -5.947486916561868 51.03320628223504 41.85987118352179 -32.57336276683013 20.291628217734917 -16.707490448536667 678.4772148288924 95.59188822094625 -64.22749219726832 35.16271209353416 -22.749462263494102 2396.0859814386195 -22.3607 30.77685
1.0	1.7783433066543144 -2.115059276791997 0.7752796479178807 -0.7683485819425765 0.8363729521633638 4.882459185460471 -6.72757873949156 2.59283849269068 -2.767747583167843 10.775146278416383 10.45040708963252 -15.565649773540104 3.0392536606129896 -5.939635287382379 44.0948872086846 47.60582293111985 -34.673083467394584 23.467742276728938 -20.194824046923237 871.8051777356648 92.90216930630406 -60.52484060955614 46.42974619024375 -15.76540909660351 2364.4625097670023 -22.3607 30.77685
1.0	1.2438903509372983 -1.8349059974208461 0.345840530115628 -0.3561043757264847 0.25194442041347465 9.721817945869901 -10.13148321492405 2.5934497839737305 -2.4898513501585287 15.690183569365828 14.316134153568079 -13.527277428553573 4.927433169530351 -4.918809039261648 51.988344526178714 35.98093022972361 -48.573726847555186 15.647396978161812 -15.36863755491807 663.4004533680679 113.95128427265168 -112.03294685579749 44.281669202544215 -56.997302064633 6661.60572310577 17.82145 -10.8487
1.0	1.2338356199122114 -1.1792986247861919 0.4675808006815422 -0.4984881629789286 0.5232254035914425 6.760946183807448 -6.101852769571952 2.2844601545999446 -2.702943985193297 15.021193853510226 15.783916972630777 -20.128513403968242 5.806839991874071 -5.985635129934275 118.1543082633874 34.644780865898774 -20.3704877114644 17.518581585302336 -12.467800674765318 412.5088182579825 55.77643614541102 -38.18173957508711 29.646696549036882 -13.179252829391555 990.6850614914762 -17.745012856707838 -23.078639110399543
1.0	1.5746213133802343 -1.4348832538696936 0.35985555324041024 -0.4034911673736641 0.3053678190095517 5.122852057836498 -6.398487226274703 1.7080430316218247 -1.6336550085172667 6.318554294125427 11.55359674697971 -15.468776479205648 3.123669022219004 -3.553692799663429 34.447211833199766 24.417606941737883 -48.83719376529493 10.625685802846728 -14.408989010862813 453.87185118830905 96.06940516380804 -114.33966796051311 27.609096634210424 -26.570068108480385 4468.580722430424 23.51814038527112 -11.130138331242117
1.0	1.0994954589346766 -1.3848867504289935 0.4630878052600305 -0.4672464291264862 0.35439499437065175 5.78748266690373 -7.513563099935325 2.2452662069520377 -1.9970064899900937 8.038580146593581 21.97604036727254 -30.737457426496505 6.311169770593932 -7.858263310597657 156.83400150588415 33.68686750537474 -20.35795400890208 11.83582158554193 -9.537919613216554 272.92639104907664 36.953991217300285 -108.48023878951824 7.646089102690769 -32.018994619405554 1984.5120603147927 -22.3607 30.77685
1.0	1.8962216196121195 -2.192867310823864 0.4977811016023594 -0.5088483075310438 0.4466183395683563 6.753011012273173 -9.345010689225235 2.041837808535194 -2.5120215078561627 10.554204156352604 17.87213755040134 -15.097793854896283 5.413496213209488 -5.501136961193144 66.99004675741233 19.412565307857072 -35.50820816578743 14.708949730061388 -17.882448488225226 457.5308884020296 70.59284562918734 -93.96177710515965 -25.018317756500696 -55.46747049862823 3834.917439812122 18.74190557383671 6.089609949996399
1.0	1.9677695021394621 -2.1537771088041677 0.6203411131718097 -0.6065242849879633 0.6516185949265645 8.325937496781357 -8.27314771530343 2.6654105753381443 -2.590567918003999 13.295713472259973 13.650698309793556 -10.751823027544242 6.065808830044983 -4.7476871434825485 48.12736962544116 28.676839739004578 -17.958717149245498 15.141548480945648 -10.278537514246638 289.1581463469344 50.47016392144192 -42.66132139617539 31.885649064210465 -8.86673066255069 1003.1083777285978 4.0732247445783365 -3.3933810678576712
